name,brand,price,longevity,sillage,gender_preference,occasion
Dior Sauvage,Paco Rabanne,378.7,12 hours,Strong,Female,Casual
Armani Acqua di Gio,Byredo,56.52,9 hours,Strong,Male,Luxury
YSL Libre,Montblanc,164.75,10 hours,Strong,Unisex,Evening
Dior Sauvage,Versace,59.36,6 hours,Soft,Male,Party
Paco Rabanne 1 Million,Lancome,91.13,12 hours,Soft,Unisex,Special Occasion
YSL Libre,Montblanc,86.55,10 hours,Strong,Unisex,Evening
Calvin Klein Eternity,Maison Francis Kurkdjian,237.01,9 hours,Soft,Female,Work
Versace Eros,Versace,369.57,12 hours,Strong,Male,Evening
Montblanc Legend,Byredo,77.14,9 hours,Soft,Female,Romantic
Armani Acqua di Gio,Versace,377.75,6 hours,Moderate,Male,Summer
YSL Libre,Creed,93.59,9 hours,Moderate,Male,Party
Chanel No. 5,Maison Francis Kurkdjian,290.07,10 hours,Moderate,Male,Party
Burberry Brit,Versace,248.43,12 hours,Soft,Female,Romantic
Chanel No. 5,Chanel,333.22,10 hours,Strong,Male,Formal
Chanel No. 5,Chanel,345.2,9 hours,Strong,Unisex,Party
Tom Ford Noir,Jo Malone,52.5,10 hours,Moderate,Unisex,Summer
Dolce & Gabbana Light Blue,Tom Ford,311.28,6 hours,Moderate,Female,Romantic
Dior Sauvage,Armani,394.44,8 hours,Moderate,Female,Evening
YSL Libre,Byredo,63.0,9 hours,Moderate,Female,Party
Dolce & Gabbana Light Blue,Chanel,188.68,6 hours,Strong,Female,Party
Tom Ford Noir,Creed,283.58,9 hours,Moderate,Female,Summer
Versace Eros,Marc Jacobs,308.38,12 hours,Moderate,Female,Formal
Marc Jacobs Daisy,Paco Rabanne,130.47,9 hours,Moderate,Female,Party
Paco Rabanne 1 Million,Paco Rabanne,179.94,12 hours,Soft,Female,Luxury
Versace Eros,Prada,359.07,8 hours,Moderate,Male,Luxury
Maison Francis Kurkdjian Baccarat Rouge 540,Maison Francis Kurkdjian,65.94,9 hours,Moderate,Male,Casual
Armani Acqua di Gio,Creed,342.88,6 hours,Moderate,Female,Casual
Lancome La Vie Est Belle,Chanel,167.18,10 hours,Soft,Female,Romantic
Tom Ford Noir,Jo Malone,339.27,7 hours,Soft,Male,Romantic
Dolce & Gabbana Light Blue,Maison Francis Kurkdjian,59.87,12 hours,Moderate,Female,Summer
Armani Acqua di Gio,Gucci,99.48,10 hours,Strong,Male,Summer
Paco Rabanne 1 Million,Dolce & Gabbana,192.79,12 hours,Moderate,Female,Summer
Paco Rabanne 1 Million,Jo Malone,120.54,7 hours,Soft,Unisex,Special Occasion
Dolce & Gabbana Light Blue,Byredo,366.82,9 hours,Moderate,Male,Casual
Chanel No. 5,Tom Ford,383.5,9 hours,Soft,Unisex,Work
Maison Francis Kurkdjian Baccarat Rouge 540,Versace,367.4,7 hours,Soft,Unisex,Evening
Paco Rabanne 1 Million,Dolce & Gabbana,371.02,6 hours,Moderate,Male,Special Occasion
Lancome La Vie Est Belle,Calvin Klein,131.35,10 hours,Moderate,Female,Party
Jo Malone Peony & Blush Suede,Jo Malone,305.45,10 hours,Strong,Unisex,Romantic
Versace Eros,Dolce & Gabbana,95.45,7 hours,Moderate,Female,Daily
Lancome La Vie Est Belle,Dior,260.21,6 hours,Soft,Unisex,Daily
Maison Francis Kurkdjian Baccarat Rouge 540,Armani,293.39,8 hours,Soft,Male,Romantic
Versace Eros,Byredo,169.64,10 hours,Strong,Male,Party
Jo Malone Peony & Blush Suede,Creed,336.15,7 hours,Soft,Unisex,Daily
Burberry Brit,Tom Ford,133.4,8 hours,Soft,Female,Romantic
Marc Jacobs Daisy,Prada,244.18,12 hours,Strong,Female,Formal
Marc Jacobs Daisy,Tom Ford,258.15,10 hours,Strong,Male,Luxury
Byredo Gypsy Water,Chanel,120.66,6 hours,Strong,Female,Luxury
Burberry Brit,Montblanc,156.31,9 hours,Soft,Female,Summer
Montblanc Legend,Creed,130.4,10 hours,Moderate,Unisex,Casual
Armani Acqua di Gio,Maison Francis Kurkdjian,270.79,7 hours,Moderate,Male,Romantic
Paco Rabanne 1 Million,Dolce & Gabbana,190.79,12 hours,Soft,Female,Evening
Maison Francis Kurkdjian Baccarat Rouge 540,Paco Rabanne,210.66,12 hours,Soft,Unisex,Romantic
Dolce & Gabbana Light Blue,Dior,273.07,6 hours,Moderate,Male,Work
Creed Aventus,Armani,153.78,12 hours,Moderate,Male,Summer
Dior Sauvage,Prada,97.76,10 hours,Moderate,Unisex,Casual
Gucci Bloom,Tom Ford,322.81,10 hours,Strong,Male,Party
Byredo Gypsy Water,Creed,274.96,10 hours,Soft,Unisex,Evening
Prada Luna Rossa,Prada,169.33,9 hours,Soft,Unisex,Summer
Montblanc Legend,Jo Malone,118.06,7 hours,Moderate,Unisex,Luxury
Burberry Brit,Montblanc,233.24,9 hours,Soft,Male,Luxury
Calvin Klein Eternity,Tom Ford,130.88,10 hours,Moderate,Unisex,Casual
Lancome La Vie Est Belle,Tom Ford,236.68,12 hours,Soft,Female,Evening
Maison Francis Kurkdjian Baccarat Rouge 540,Byredo,92.72,6 hours,Strong,Female,Casual
Montblanc Legend,Burberry,91.25,10 hours,Soft,Female,Daily
Byredo Gypsy Water,Chanel,138.27,7 hours,Soft,Male,Evening
Lancome La Vie Est Belle,Burberry,381.56,10 hours,Moderate,Male,Luxury
Versace Eros,Yves Saint Laurent,235.48,10 hours,Soft,Female,Special Occasion
Byredo Gypsy Water,Creed,273.28,9 hours,Moderate,Male,Romantic
Byredo Gypsy Water,Maison Francis Kurkdjian,376.85,9 hours,Strong,Unisex,Luxury
Lancome La Vie Est Belle,Burberry,327.95,8 hours,Soft,Female,Special Occasion
Creed Aventus,Yves Saint Laurent,60.07,9 hours,Strong,Male,Work
Gucci Bloom,Byredo,288.47,8 hours,Soft,Female,Work
Dolce & Gabbana Light Blue,Chanel,283.8,6 hours,Strong,Female,Romantic
Byredo Gypsy Water,Dolce & Gabbana,258.98,10 hours,Moderate,Female,Luxury
Marc Jacobs Daisy,Jo Malone,389.62,7 hours,Soft,Female,Casual
Lancome La Vie Est Belle,Yves Saint Laurent,289.27,9 hours,Strong,Unisex,Luxury
Maison Francis Kurkdjian Baccarat Rouge 540,Calvin Klein,61.57,12 hours,Strong,Male,Casual
Hugo Boss Bottled,Dolce & Gabbana,222.73,10 hours,Moderate,Male,Luxury
Lancome La Vie Est Belle,Montblanc,365.84,12 hours,Strong,Male,Summer
Montblanc Legend,Marc Jacobs,373.29,10 hours,Soft,Male,Evening
Tom Ford Noir,Armani,275.14,7 hours,Strong,Male,Daily
Lancome La Vie Est Belle,Chanel,156.11,7 hours,Moderate,Male,Casual
Jo Malone Peony & Blush Suede,Montblanc,272.78,7 hours,Soft,Female,Work
Prada Luna Rossa,Armani,228.35,8 hours,Soft,Unisex,Special Occasion
Versace Eros,Lancome,241.98,7 hours,Soft,Unisex,Casual
Armani Acqua di Gio,Hugo Boss,361.16,12 hours,Soft,Female,Special Occasion
Chanel No. 5,Calvin Klein,67.33,7 hours,Moderate,Female,Party
Gucci Bloom,Armani,142.0,9 hours,Moderate,Male,Daily
Dior Sauvage,Hugo Boss,216.86,9 hours,Soft,Unisex,Daily
Prada Luna Rossa,Dior,84.11,7 hours,Soft,Male,Romantic
Hugo Boss Bottled,Lancome,396.96,9 hours,Strong,Male,Work
Versace Eros,Byredo,141.08,8 hours,Strong,Unisex,Party
Hugo Boss Bottled,Marc Jacobs,187.38,8 hours,Moderate,Male,Daily
Dior Sauvage,Marc Jacobs,207.12,6 hours,Soft,Male,Daily
Prada Luna Rossa,Prada,389.43,12 hours,Moderate,Unisex,Romantic
Hugo Boss Bottled,Jo Malone,167.71,6 hours,Moderate,Female,Romantic
Maison Francis Kurkdjian Baccarat Rouge 540,Hugo Boss,352.31,9 hours,Soft,Male,Daily
Byredo Gypsy Water,Calvin Klein,376.65,12 hours,Moderate,Unisex,Evening
Dior Sauvage,Burberry,378.08,12 hours,Moderate,Unisex,Casual
Jo Malone Peony & Blush Suede,Tom Ford,255.96,6 hours,Strong,Unisex,Casual
Hugo Boss Bottled,Chanel,97.42,8 hours,Moderate,Unisex,Luxury
Montblanc Legend,Dolce & Gabbana,69.8,12 hours,Strong,Male,Evening
Montblanc Legend,Chanel,397.43,8 hours,Strong,Unisex,Summer
Lancome La Vie Est Belle,Creed,231.49,6 hours,Strong,Unisex,Daily
Armani Acqua di Gio,Byredo,133.39,10 hours,Soft,Male,Work
Marc Jacobs Daisy,Dolce & Gabbana,211.31,7 hours,Strong,Female,Formal
Dior Sauvage,Versace,84.19,9 hours,Strong,Female,Work
Burberry Brit,Prada,360.08,10 hours,Moderate,Female,Work
Armani Acqua di Gio,Paco Rabanne,128.29,7 hours,Strong,Female,Party
Marc Jacobs Daisy,Dolce & Gabbana,73.49,9 hours,Strong,Male,Summer
YSL Libre,Dior,200.38,12 hours,Moderate,Female,Formal
Marc Jacobs Daisy,Versace,365.12,12 hours,Moderate,Male,Luxury
Tom Ford Noir,Montblanc,365.6,12 hours,Soft,Male,Formal
Armani Acqua di Gio,Lancome,102.75,8 hours,Strong,Female,Party
Creed Aventus,Jo Malone,118.27,8 hours,Moderate,Female,Formal
YSL Libre,Armani,267.45,10 hours,Soft,Female,Evening
Gucci Bloom,Creed,342.71,12 hours,Moderate,Female,Work
Maison Francis Kurkdjian Baccarat Rouge 540,Versace,136.59,6 hours,Moderate,Male,Romantic
Tom Ford Noir,Tom Ford,294.71,12 hours,Moderate,Female,Evening
Jo Malone Peony & Blush Suede,Dior,398.66,6 hours,Moderate,Female,Special Occasion
Paco Rabanne 1 Million,Burberry,251.01,10 hours,Strong,Male,Daily
Paco Rabanne 1 Million,Paco Rabanne,310.81,7 hours,Strong,Unisex,Daily
Burberry Brit,Gucci,357.59,9 hours,Moderate,Female,Romantic
YSL Libre,Burberry,235.27,7 hours,Moderate,Unisex,Party
Dior Sauvage,Dolce & Gabbana,156.6,12 hours,Strong,Female,Daily
Burberry Brit,Maison Francis Kurkdjian,350.89,7 hours,Strong,Male,Summer
Prada Luna Rossa,Yves Saint Laurent,372.13,7 hours,Soft,Female,Evening
Armani Acqua di Gio,Calvin Klein,348.85,9 hours,Strong,Male,Casual
Hugo Boss Bottled,Jo Malone,143.58,10 hours,Moderate,Unisex,Formal
Paco Rabanne 1 Million,Byredo,185.08,9 hours,Soft,Male,Daily
Dolce & Gabbana Light Blue,Creed,260.47,7 hours,Soft,Male,Romantic
Lancome La Vie Est Belle,Versace,181.69,10 hours,Strong,Male,Special Occasion
Jo Malone Peony & Blush Suede,Hugo Boss,229.43,7 hours,Soft,Unisex,Party
Armani Acqua di Gio,Byredo,149.53,9 hours,Strong,Unisex,Formal
Hugo Boss Bottled,Armani,72.52,7 hours,Soft,Male,Work
Chanel No. 5,Burberry,129.51,9 hours,Strong,Unisex,Special Occasion
Armani Acqua di Gio,Paco Rabanne,284.25,9 hours,Soft,Unisex,Formal
Lancome La Vie Est Belle,Tom Ford,242.17,6 hours,Moderate,Unisex,Romantic
Jo Malone Peony & Blush Suede,Gucci,359.14,7 hours,Moderate,Female,Summer
Armani Acqua di Gio,Marc Jacobs,328.51,10 hours,Soft,Male,Evening
Jo Malone Peony & Blush Suede,Lancome,118.1,12 hours,Moderate,Unisex,Daily
Paco Rabanne 1 Million,Hugo Boss,63.9,6 hours,Soft,Unisex,Work
YSL Libre,Tom Ford,338.78,10 hours,Soft,Unisex,Evening
Jo Malone Peony & Blush Suede,Creed,284.27,6 hours,Soft,Unisex,Daily
Hugo Boss Bottled,Jo Malone,271.19,6 hours,Moderate,Male,Party
Versace Eros,Marc Jacobs,324.19,9 hours,Moderate,Female,Special Occasion
Burberry Brit,Paco Rabanne,298.51,8 hours,Soft,Female,Summer
Jo Malone Peony & Blush Suede,Calvin Klein,295.4,6 hours,Soft,Male,Luxury
Jo Malone Peony & Blush Suede,Creed,247.84,7 hours,Strong,Female,Formal
YSL Libre,Lancome,174.56,12 hours,Strong,Male,Formal
Prada Luna Rossa,Maison Francis Kurkdjian,380.72,12 hours,Soft,Female,Romantic
Dolce & Gabbana Light Blue,Prada,111.65,10 hours,Moderate,Unisex,Daily
Lancome La Vie Est Belle,Dior,268.54,7 hours,Moderate,Male,Work
Gucci Bloom,Hugo Boss,244.97,12 hours,Strong,Male,Romantic
Chanel No. 5,Paco Rabanne,241.4,12 hours,Soft,Unisex,Casual
Dior Sauvage,Creed,160.29,8 hours,Soft,Female,Luxury
Creed Aventus,Versace,330.05,8 hours,Strong,Male,Casual
Chanel No. 5,Montblanc,67.89,6 hours,Strong,Male,Party
Armani Acqua di Gio,Calvin Klein,55.57,9 hours,Soft,Female,Work
Gucci Bloom,Creed,224.36,7 hours,Strong,Unisex,Luxury
Gucci Bloom,Byredo,341.91,6 hours,Soft,Male,Evening
Burberry Brit,Dior,70.01,9 hours,Moderate,Female,Luxury
Chanel No. 5,Dior,379.37,8 hours,Soft,Male,Party
Prada Luna Rossa,Burberry,282.25,8 hours,Moderate,Female,Daily
Maison Francis Kurkdjian Baccarat Rouge 540,Byredo,377.02,9 hours,Strong,Unisex,Romantic
Chanel No. 5,Dolce & Gabbana,119.03,6 hours,Strong,Unisex,Summer
Armani Acqua di Gio,Armani,276.84,9 hours,Strong,Female,Romantic
Calvin Klein Eternity,Armani,146.44,9 hours,Soft,Female,Formal
Dolce & Gabbana Light Blue,Armani,174.53,9 hours,Soft,Male,Special Occasion
Chanel No. 5,Tom Ford,157.48,6 hours,Strong,Female,Casual
Hugo Boss Bottled,Dolce & Gabbana,243.08,6 hours,Moderate,Unisex,Formal
Byredo Gypsy Water,Byredo,288.5,10 hours,Moderate,Unisex,Evening
Armani Acqua di Gio,Chanel,398.62,6 hours,Soft,Female,Daily
Gucci Bloom,Burberry,178.67,9 hours,Moderate,Unisex,Party
Burberry Brit,Dolce & Gabbana,163.24,6 hours,Strong,Female,Daily
Marc Jacobs Daisy,Dior,212.17,12 hours,Soft,Female,Work
YSL Libre,Lancome,359.36,10 hours,Soft,Male,Summer
Versace Eros,Gucci,315.31,12 hours,Moderate,Female,Party
Gucci Bloom,Marc Jacobs,314.98,8 hours,Moderate,Female,Formal
Byredo Gypsy Water,Byredo,167.11,6 hours,Moderate,Male,Luxury
Armani Acqua di Gio,Prada,312.87,10 hours,Soft,Female,Casual
Montblanc Legend,Jo Malone,249.1,12 hours,Moderate,Unisex,Luxury
Byredo Gypsy Water,Lancome,141.74,6 hours,Moderate,Male,Summer
Dolce & Gabbana Light Blue,Lancome,95.13,10 hours,Soft,Male,Luxury
Tom Ford Noir,Lancome,297.73,10 hours,Soft,Female,Evening
Dolce & Gabbana Light Blue,Calvin Klein,114.59,8 hours,Soft,Male,Romantic
Dolce & Gabbana Light Blue,Marc Jacobs,181.55,7 hours,Soft,Male,Casual
Gucci Bloom,Prada,365.5,8 hours,Moderate,Female,Daily
Paco Rabanne 1 Million,Montblanc,99.08,9 hours,Strong,Unisex,Evening
Burberry Brit,Gucci,134.71,10 hours,Moderate,Unisex,Daily
Marc Jacobs Daisy,Calvin Klein,157.91,7 hours,Strong,Unisex,Work
Hugo Boss Bottled,Calvin Klein,190.86,12 hours,Moderate,Female,Evening
Dior Sauvage,Dolce & Gabbana,123.34,8 hours,Strong,Male,Casual
Marc Jacobs Daisy,Paco Rabanne,332.77,9 hours,Strong,Female,Casual
Gucci Bloom,Byredo,311.51,8 hours,Moderate,Male,Evening
Chanel No. 5,Dolce & Gabbana,85.02,9 hours,Moderate,Male,Casual
Dior Sauvage,Jo Malone,81.91,9 hours,Strong,Female,Evening
Tom Ford Noir,Paco Rabanne,270.71,8 hours,Strong,Female,Luxury
Paco Rabanne 1 Million,Versace,59.6,9 hours,Strong,Unisex,Work
Marc Jacobs Daisy,Dior,264.86,10 hours,Soft,Unisex,Casual
Dolce & Gabbana Light Blue,Hugo Boss,107.74,6 hours,Moderate,Female,Work
Paco Rabanne 1 Million,Gucci,185.43,8 hours,Strong,Female,Casual
Calvin Klein Eternity,Versace,77.34,7 hours,Moderate,Unisex,Formal
Dior Sauvage,Creed,111.17,8 hours,Soft,Male,Work
Burberry Brit,Gucci,160.17,6 hours,Strong,Male,Romantic
Prada Luna Rossa,Maison Francis Kurkdjian,368.92,12 hours,Strong,Male,Work
Dolce & Gabbana Light Blue,Gucci,354.86,9 hours,Strong,Male,Casual
Hugo Boss Bottled,Versace,392.0,6 hours,Strong,Unisex,Formal
Marc Jacobs Daisy,Armani,101.87,9 hours,Strong,Unisex,Evening
Paco Rabanne 1 Million,Calvin Klein,57.55,12 hours,Moderate,Female,Luxury
Versace Eros,Burberry,186.59,8 hours,Strong,Female,Formal
Burberry Brit,Creed,285.7,8 hours,Soft,Unisex,Formal
Calvin Klein Eternity,Versace,56.93,12 hours,Moderate,Female,Daily
Gucci Bloom,Prada,184.46,10 hours,Soft,Male,Party
Versace Eros,Burberry,207.64,10 hours,Soft,Female,Romantic
Tom Ford Noir,Dolce & Gabbana,307.0,6 hours,Soft,Female,Evening
Maison Francis Kurkdjian Baccarat Rouge 540,Jo Malone,113.63,12 hours,Strong,Male,Casual
Prada Luna Rossa,Burberry,262.02,9 hours,Strong,Male,Casual
Gucci Bloom,Lancome,227.47,7 hours,Soft,Unisex,Casual
Hugo Boss Bottled,Jo Malone,92.42,8 hours,Moderate,Unisex,Evening
Hugo Boss Bottled,Armani,161.65,8 hours,Strong,Female,Luxury
Marc Jacobs Daisy,Versace,239.01,7 hours,Strong,Female,Special Occasion
Creed Aventus,Paco Rabanne,246.97,9 hours,Moderate,Female,Party
Paco Rabanne 1 Million,Lancome,222.91,6 hours,Moderate,Male,Party
Armani Acqua di Gio,Dolce & Gabbana,151.92,7 hours,Moderate,Male,Romantic
Byredo Gypsy Water,Creed,124.5,6 hours,Moderate,Female,Summer
Tom Ford Noir,Dolce & Gabbana,65.98,8 hours,Soft,Unisex,Summer
Creed Aventus,Armani,224.58,12 hours,Moderate,Unisex,Work
Montblanc Legend,Jo Malone,386.3,7 hours,Soft,Female,Evening
Byredo Gypsy Water,Byredo,191.56,12 hours,Soft,Unisex,Summer
Marc Jacobs Daisy,Marc Jacobs,258.4,10 hours,Soft,Female,Summer
Paco Rabanne 1 Million,Tom Ford,258.1,9 hours,Soft,Unisex,Formal
Hugo Boss Bottled,Jo Malone,77.32,7 hours,Strong,Unisex,Summer
Dior Sauvage,Byredo,250.83,7 hours,Soft,Male,Romantic
YSL Libre,Dior,361.19,7 hours,Strong,Male,Work
YSL Libre,Montblanc,269.13,12 hours,Strong,Female,Work
Burberry Brit,Yves Saint Laurent,209.73,9 hours,Soft,Male,Daily
Hugo Boss Bottled,Chanel,179.27,8 hours,Soft,Female,Party
Gucci Bloom,Jo Malone,79.52,6 hours,Moderate,Male,Special Occasion
Maison Francis Kurkdjian Baccarat Rouge 540,Versace,327.22,9 hours,Moderate,Female,Work
Creed Aventus,Lancome,88.78,10 hours,Strong,Male,Special Occasion
Lancome La Vie Est Belle,Burberry,134.21,7 hours,Strong,Unisex,Evening
Montblanc Legend,Versace,332.69,12 hours,Strong,Unisex,Romantic
Versace Eros,Byredo,371.83,7 hours,Strong,Male,Romantic
Armani Acqua di Gio,Maison Francis Kurkdjian,320.28,8 hours,Strong,Unisex,Work
Armani Acqua di Gio,Paco Rabanne,109.92,8 hours,Soft,Female,Formal
Jo Malone Peony & Blush Suede,Yves Saint Laurent,307.26,8 hours,Moderate,Male,Special Occasion
Montblanc Legend,Hugo Boss,169.15,8 hours,Moderate,Unisex,Summer
Lancome La Vie Est Belle,Tom Ford,341.0,12 hours,Soft,Unisex,Luxury
Maison Francis Kurkdjian Baccarat Rouge 540,Dolce & Gabbana,228.24,10 hours,Soft,Male,Daily
Gucci Bloom,Tom Ford,156.43,12 hours,Soft,Male,Luxury
Lancome La Vie Est Belle,Dolce & Gabbana,389.13,9 hours,Soft,Female,Casual
Armani Acqua di Gio,Byredo,99.61,10 hours,Strong,Male,Casual
Jo Malone Peony & Blush Suede,Calvin Klein,286.56,7 hours,Moderate,Male,Summer
Burberry Brit,Marc Jacobs,225.6,9 hours,Strong,Unisex,Work
Jo Malone Peony & Blush Suede,Tom Ford,118.14,10 hours,Soft,Unisex,Daily
YSL Libre,Dolce & Gabbana,384.33,10 hours,Soft,Unisex,Formal
Prada Luna Rossa,Marc Jacobs,241.27,12 hours,Strong,Female,Luxury
Montblanc Legend,Armani,196.82,9 hours,Soft,Unisex,Daily
Montblanc Legend,Dior,347.12,12 hours,Moderate,Female,Party
Burberry Brit,Montblanc,272.87,8 hours,Strong,Female,Evening
Burberry Brit,Gucci,336.94,7 hours,Strong,Female,Romantic
YSL Libre,Paco Rabanne,147.45,8 hours,Strong,Unisex,Luxury
Lancome La Vie Est Belle,Burberry,318.91,8 hours,Moderate,Female,Party
Hugo Boss Bottled,Prada,329.79,10 hours,Soft,Male,Work
Dior Sauvage,Dior,240.3,9 hours,Moderate,Female,Party
Lancome La Vie Est Belle,Chanel,340.91,6 hours,Strong,Female,Daily
Gucci Bloom,Chanel,393.77,7 hours,Strong,Unisex,Special Occasion
Maison Francis Kurkdjian Baccarat Rouge 540,Hugo Boss,108.39,8 hours,Strong,Unisex,Work
Gucci Bloom,Burberry,123.32,8 hours,Strong,Female,Evening
Gucci Bloom,Chanel,142.77,12 hours,Moderate,Female,Special Occasion
Lancome La Vie Est Belle,Marc Jacobs,310.64,8 hours,Moderate,Female,Evening
Montblanc Legend,Dior,211.05,8 hours,Strong,Female,Formal
Dior Sauvage,Versace,399.36,7 hours,Soft,Unisex,Evening
Dior Sauvage,Calvin Klein,236.69,9 hours,Moderate,Male,Party
Lancome La Vie Est Belle,Marc Jacobs,312.88,7 hours,Strong,Male,Evening
Dolce & Gabbana Light Blue,Marc Jacobs,383.05,10 hours,Strong,Male,Formal
Burberry Brit,Paco Rabanne,223.02,6 hours,Soft,Male,Party
Gucci Bloom,Versace,114.91,12 hours,Moderate,Male,Formal
Maison Francis Kurkdjian Baccarat Rouge 540,Marc Jacobs,128.6,10 hours,Soft,Female,Luxury
Lancome La Vie Est Belle,Armani,206.57,12 hours,Strong,Male,Summer
YSL Libre,Montblanc,297.62,7 hours,Strong,Male,Casual
Dolce & Gabbana Light Blue,Dolce & Gabbana,149.03,10 hours,Soft,Female,Special Occasion
Montblanc Legend,Marc Jacobs,273.24,8 hours,Soft,Female,Summer
Montblanc Legend,Marc Jacobs,124.53,9 hours,Moderate,Female,Summer
Creed Aventus,Creed,244.77,8 hours,Strong,Unisex,Romantic
Marc Jacobs Daisy,Maison Francis Kurkdjian,170.59,7 hours,Moderate,Unisex,Evening
Dolce & Gabbana Light Blue,Paco Rabanne,181.86,6 hours,Strong,Female,Formal
Burberry Brit,Versace,267.48,6 hours,Moderate,Unisex,Romantic
Gucci Bloom,Gucci,370.22,12 hours,Strong,Female,Summer
Tom Ford Noir,Versace,216.47,7 hours,Moderate,Male,Casual
Burberry Brit,Jo Malone,145.62,8 hours,Moderate,Female,Romantic
Jo Malone Peony & Blush Suede,Burberry,216.25,9 hours,Soft,Male,Daily
Montblanc Legend,Maison Francis Kurkdjian,240.32,9 hours,Moderate,Male,Romantic
Montblanc Legend,Yves Saint Laurent,114.95,7 hours,Soft,Male,Party
Tom Ford Noir,Gucci,235.61,6 hours,Strong,Male,Summer
Burberry Brit,Byredo,134.86,10 hours,Strong,Unisex,Casual
Maison Francis Kurkdjian Baccarat Rouge 540,Calvin Klein,134.1,10 hours,Soft,Male,Daily
Marc Jacobs Daisy,Hugo Boss,186.44,9 hours,Soft,Unisex,Party
Hugo Boss Bottled,Tom Ford,86.0,10 hours,Strong,Male,Special Occasion
Versace Eros,Dolce & Gabbana,134.2,9 hours,Soft,Male,Party
Chanel No. 5,Calvin Klein,189.12,8 hours,Moderate,Male,Summer
Prada Luna Rossa,Byredo,357.88,9 hours,Strong,Unisex,Formal
YSL Libre,Dolce & Gabbana,62.77,6 hours,Soft,Unisex,Work
Prada Luna Rossa,Dolce & Gabbana,215.88,7 hours,Soft,Unisex,Special Occasion
Versace Eros,Versace,107.29,8 hours,Soft,Male,Casual
Marc Jacobs Daisy,Armani,358.66,8 hours,Soft,Male,Formal
Tom Ford Noir,Prada,80.71,6 hours,Soft,Unisex,Casual
Calvin Klein Eternity,Gucci,197.26,10 hours,Soft,Female,Daily
Versace Eros,Chanel,364.08,8 hours,Strong,Female,Evening
Chanel No. 5,Byredo,217.83,8 hours,Soft,Female,Work
Byredo Gypsy Water,Lancome,327.57,6 hours,Soft,Unisex,Formal
Gucci Bloom,Chanel,126.82,7 hours,Moderate,Female,Romantic
Dior Sauvage,Tom Ford,341.42,8 hours,Strong,Unisex,Special Occasion
Versace Eros,Paco Rabanne,117.94,6 hours,Strong,Male,Evening
Armani Acqua di Gio,Creed,329.37,10 hours,Strong,Female,Daily
Gucci Bloom,Byredo,103.95,8 hours,Moderate,Unisex,Formal
Maison Francis Kurkdjian Baccarat Rouge 540,Dior,93.97,12 hours,Strong,Female,Work
Creed Aventus,Armani,132.05,6 hours,Soft,Unisex,Formal
Lancome La Vie Est Belle,Lancome,208.49,9 hours,Soft,Unisex,Romantic
Maison Francis Kurkdjian Baccarat Rouge 540,Armani,293.73,7 hours,Strong,Male,Party
Dior Sauvage,Versace,379.02,10 hours,Strong,Unisex,Party
Chanel No. 5,Burberry,253.71,10 hours,Soft,Male,Summer
Prada Luna Rossa,Dior,195.9,12 hours,Soft,Female,Work
Chanel No. 5,Dolce & Gabbana,254.21,7 hours,Strong,Male,Party
Lancome La Vie Est Belle,Dior,313.43,8 hours,Moderate,Male,Luxury
Gucci Bloom,Burberry,106.1,10 hours,Soft,Unisex,Daily
Maison Francis Kurkdjian Baccarat Rouge 540,Versace,307.57,8 hours,Strong,Unisex,Daily
Marc Jacobs Daisy,Calvin Klein,280.8,12 hours,Soft,Male,Daily
Marc Jacobs Daisy,Armani,276.13,10 hours,Strong,Female,Evening
Prada Luna Rossa,Paco Rabanne,284.71,6 hours,Moderate,Female,Summer
Montblanc Legend,Montblanc,289.39,10 hours,Moderate,Female,Party
Burberry Brit,Hugo Boss,346.53,7 hours,Soft,Unisex,Casual
Armani Acqua di Gio,Montblanc,235.13,12 hours,Strong,Female,Luxury
Paco Rabanne 1 Million,Prada,238.51,6 hours,Moderate,Unisex,Luxury
